Jewelry_Type,Material_Composition,Manufacturing_Stage,Surface_Roughness,Polish_Quality,Engraving_Depth,Structural_Integrity,Reflection_Index,Defect_Type
Necklace,Silver Alloy,Final Product,0.6001297357385467,0.7786911139069291,0.5460435256470847,0.6336375995113812,0.33532372549887446,Normal
Ring,Pure Silver,Raw Casting,0.12611764394192493,0.6882171015324929,0.381128701976299,0.16808736109829928,0.8402242463936066,Crack
Bracelet,Pure Silver,Final Product,0.6022111369530431,0.5104856956411002,0.7608021200420122,0.605183485063271,0.9745312660512286,Normal
Earring,Silver Alloy,Final Product,0.7086004559515038,0.1379126674315495,0.8545578660612272,0.8793263106381853,0.600282472252688,Normal
Ring,Pure Silver,Polished,0.8764209376135165,0.1924107279353423,0.5814741656777055,0.18119610026553395,0.9555935850406899,Scratch
Ring,Pure Silver,Polished,0.6534321953667794,0.530101836621618,0.30590708343872425,0.6603152194843346,0.8820736244140405,Normal
Pendant,Silver Alloy,Raw Casting,0.27080062885534417,0.9398352944439842,0.8133029705180377,0.8383097679071774,0.41615810414096854,Normal
Necklace,Silver Alloy,Polished,0.7622181051339344,0.1481406331695899,0.32835060083314593,0.5942819777513653,0.6674893822101845,Normal
Ring,Pure Silver,Polished,0.5192808678690157,0.7359320040617786,0.25785490014523493,0.9124892629862171,0.2608020677641651,Normal
Ring,Silver Alloy,Polished,0.8943982554194781,0.4149527019807344,0.30856871511893935,0.921261063198884,0.9039033056676268,Scratch
Necklace,Silver Alloy,Polished,0.4124523492932165,0.7192459975901011,0.44378498592545734,0.6189101718085864,0.9009140036501998,Normal
Necklace,Pure Silver,Final Product,0.6514787783191319,0.5588731129152381,0.683192193742851,0.8885276866044325,0.9705302198144237,Normal
Bracelet,Silver Alloy,Raw Casting,0.6491163957282541,0.904931503656923,0.6724080280738336,0.991834195273819,0.8034243113879033,Normal
Necklace,Pure Silver,Final Product,0.7652800122014728,0.2659324890126722,0.9867547329141877,0.5946848713001791,0.21044754555781425,Normal
Bracelet,Silver Alloy,Final Product,0.15257528368154477,0.569831974306049,0.13594688311231157,0.6813954275540888,0.8222515339747268,Normal
Earring,Pure Silver,Final Product,0.543843894303346,0.32614595186458767,0.6376611132730463,0.5425509700014536,0.34994266840567534,Normal
Ring,Silver Alloy,Final Product,0.5626310031206163,0.7578929999967078,0.2027924707511691,0.4919979284945182,0.3017468893445251,Normal
Ring,Pure Silver,Raw Casting,0.9774241788274695,0.7240239330921936,0.18609137013306026,0.31565349396622205,0.8347419384679445,Scratch
Bracelet,Pure Silver,Raw Casting,0.6914790212159934,0.9575688494135182,0.5964973770074496,0.25308380274852826,0.2538451622480786,Crack
Necklace,Pure Silver,Final Product,0.5039823193935719,0.21958208327557738,0.4315052961248105,0.5064961985161432,0.48637417167832975,Normal
Earring,Silver Alloy,Raw Casting,0.886006306066913,0.9655605115595705,0.29768224537746374,0.25674894141612414,0.11676849529012545,Scratch
Necklace,Pure Silver,Final Product,0.6590557485035607,0.9448125386739488,0.47056725602095184,0.9097825321620453,0.21134916275052873,Normal
Earring,Pure Silver,Polished,0.5559808601990076,0.7187519868872108,0.6779711468112959,0.5744801557331713,0.15102599147880721,Normal
Ring,Pure Silver,Final Product,0.34416653494177935,0.8516175423966514,0.37380590769809074,0.11821297526027155,0.3187670422429609,Crack
Ring,Pure Silver,Final Product,0.2783951052073689,0.46086319822572064,0.9296374976376774,0.4647773243299421,0.9669897014192717,Normal
Bracelet,Pure Silver,Polished,0.5431970105660162,0.7473103475691785,0.8299210115550674,0.7578832707107245,0.5210698652915143,Normal
Necklace,Pure Silver,Raw Casting,0.4872547843743894,0.9830945655801149,0.8509448498176566,0.284796175950487,0.5972753219044045,Crack
Necklace,Pure Silver,Final Product,0.7355752312890225,0.838584675710095,0.585865235631368,0.18422058166924496,0.8028920381661071,Crack
Bracelet,Pure Silver,Polished,0.6392646723772328,0.17520360427564707,0.8884052907203436,0.5544191101725338,0.628128699548372,Normal
Bracelet,Pure Silver,Polished,0.8059386529289009,0.8250994755884132,0.45091805704834065,0.7624535467821192,0.35889382609918574,Scratch
Earring,Silver Alloy,Polished,0.7945462046659664,0.23914155369544868,0.13932698842206753,0.3177317683471469,0.4068730962784647,Normal
Earring,Silver Alloy,Raw Casting,0.6387763599246108,0.3292985005481339,0.9058820934281145,0.507148960944268,0.5857992175011638,Normal
Earring,Pure Silver,Polished,0.7274883657353651,0.6367970603267602,0.5770729336393403,0.8528186652555058,0.25297372392758705,Normal
Bracelet,Pure Silver,Raw Casting,0.7163062616825525,0.4247425751554492,0.8037598548033336,0.3365133409769274,0.7397274562695034,Normal
Necklace,Silver Alloy,Raw Casting,0.41099198900832434,0.18012584887559124,0.6138921430156236,0.5672124490164491,0.3211729641899488,Normal
Necklace,Pure Silver,Final Product,0.36002451369764366,0.767609821115136,0.5471097913677949,0.11016093435738449,0.657206797294252,Crack
Necklace,Pure Silver,Final Product,0.3299242149408489,0.48063213290212436,0.6412117808455974,0.5155939965372761,0.8164096414105683,Normal
Earring,Silver Alloy,Final Product,0.722837310774428,0.9774264743431229,0.43946905221444543,0.9539197142125484,0.8337793094242366,Normal
Earring,Pure Silver,Final Product,0.21937940678399281,0.9971586501863515,0.8523298585536676,0.7774463873008332,0.6016902960620826,Normal
Necklace,Silver Alloy,Polished,0.5695916045966417,0.864273094591455,0.22431483963845722,0.8661292800520846,0.711063054272387,Normal
Earring,Silver Alloy,Raw Casting,0.3485453625756161,0.46174421569310276,0.7119189783606513,0.45804536062973644,0.9546385192163578,Normal
Bracelet,Silver Alloy,Polished,0.5006261844615258,0.813316703788377,0.7402995739963687,0.5178138310727168,0.48750077382384005,Normal
Necklace,Pure Silver,Final Product,0.585995282532016,0.863133520592862,0.6194275692405441,0.39640312365972863,0.16967916056922897,Normal
Bracelet,Pure Silver,Raw Casting,0.25731504001956007,0.6361534980207739,0.6440332305479068,0.2956465307427627,0.6589320269358024,Crack
Necklace,Pure Silver,Raw Casting,0.7355508889442691,0.4469253244676623,0.8054298991492654,0.11821577090766683,0.38012483470184655,Crack
Ring,Pure Silver,Raw Casting,0.2838660570189096,0.15894871623728798,0.4135429163911275,0.6328838053492988,0.6984497514877934,Normal
Bracelet,Pure Silver,Polished,0.1654840272171346,0.198546876979406,0.1368570717140091,0.2737769623391977,0.7026234909106445,Crack
Earring,Silver Alloy,Raw Casting,0.8323433294012308,0.32939584412035217,0.5771878827211995,0.3949065162223476,0.885831390002105,Scratch
Ring,Silver Alloy,Raw Casting,0.5589435684973405,0.9029065237176966,0.37649196219652703,0.4780967293880024,0.20488136603765006,Normal
Pendant,Silver Alloy,Raw Casting,0.4478839008083958,0.4081175316653963,0.6753550049156505,0.5500606313610701,0.33543858224330214,Normal
Ring,Pure Silver,Final Product,0.7877665155846458,0.5456499513031321,0.7153268972521636,0.3708471188872635,0.8159822532857509,Normal
Necklace,Silver Alloy,Raw Casting,0.298042897661135,0.8489888919711063,0.4387794119991659,0.38180566443173114,0.748152458376381,Normal
Pendant,Pure Silver,Raw Casting,0.5419481742762182,0.5303163947938804,0.7695386348513565,0.15722318162770807,0.789410378147589,Crack
Bracelet,Pure Silver,Final Product,0.5703694098316249,0.783007123872386,0.5829291595377727,0.2398672719339485,0.37080489204045997,Crack
Bracelet,Pure Silver,Final Product,0.8651312446050307,0.3269437818364709,0.7210696702169902,0.17528734326747825,0.871565868511668,Scratch
Bracelet,Pure Silver,Raw Casting,0.13536055181944417,0.8005535198713771,0.392762971235473,0.324798329896744,0.6017048627871922,Normal
Ring,Silver Alloy,Final Product,0.7269996453682802,0.9950885602643275,0.7648419250065673,0.24286711336264358,0.9906624946007068,Crack
Ring,Pure Silver,Polished,0.14338989953524997,0.13535768721805,0.3501752378701748,0.2783681466307301,0.10283767516368307,Crack
Necklace,Silver Alloy,Polished,0.10517829422674713,0.38591640340264854,0.7002538294160164,0.3760150321604814,0.32003786365167763,Normal
Pendant,Pure Silver,Final Product,0.38536080720740873,0.43776405414476627,0.48319058279020943,0.8783675642111584,0.8904301232427154,Normal
Pendant,Pure Silver,Polished,0.7521757575832128,0.13759515760340532,0.48697039383011886,0.6190463411466277,0.332433940261767,Normal
Pendant,Silver Alloy,Final Product,0.5250705946667831,0.488288121710604,0.8258658189069511,0.9377058573689795,0.2590304544404776,Normal
Bracelet,Pure Silver,Final Product,0.6663316307672663,0.15020477179241795,0.49806810424886827,0.4015195117841549,0.37922788730535073,Normal
Necklace,Silver Alloy,Final Product,0.35168459779272687,0.6402652417073824,0.1383473568483211,0.5852477685021175,0.8202960091003603,Normal
Pendant,Pure Silver,Raw Casting,0.6145611523001747,0.21594128541473,0.9484572078386567,0.3000491133395461,0.9792316716960968,Normal
Earring,Pure Silver,Raw Casting,0.9037533051211052,0.2847796498059157,0.942954138293503,0.6131161994620609,0.7556021814887542,Scratch
Bracelet,Pure Silver,Polished,0.9050283997760025,0.24544679068756434,0.5909727706904593,0.4299964910883738,0.6767023395638233,Scratch
Necklace,Pure Silver,Final Product,0.18812079956406413,0.1983249794216161,0.19268713552286265,0.18689003791683845,0.4002527228503798,Crack
Ring,Pure Silver,Final Product,0.2532427036956236,0.5520993665191809,0.8306577536563482,0.3382028573855507,0.5932762417449198,Normal
Bracelet,Pure Silver,Polished,0.4677381746469974,0.16822791667300613,0.6447031495316826,0.7056533608578216,0.9622620712457656,Normal
Ring,Silver Alloy,Final Product,0.4487857815843701,0.2782317108489061,0.768882162991832,0.5802078560706423,0.2960053530987867,Normal
Bracelet,Pure Silver,Raw Casting,0.1850558227907309,0.6672631910508652,0.15506244413844045,0.6833672089642416,0.2104189967168802,Normal
Necklace,Pure Silver,Final Product,0.4423288902719129,0.8144119085465614,0.7059283726239644,0.3620981714979019,0.20584527508860628,Normal
Pendant,Pure Silver,Polished,0.7491435987737062,0.20497213650559187,0.1645998082550829,0.40703106389818566,0.44411292953747317,Normal
Bracelet,Pure Silver,Raw Casting,0.3697222457950492,0.703062371564641,0.9740222187276175,0.5699962559319908,0.8216369012934067,Normal
Earring,Silver Alloy,Raw Casting,0.46709750458813204,0.7041807316405247,0.7121863434320743,0.22373532276448732,0.11422993338240246,Crack
Bracelet,Silver Alloy,Final Product,0.7823631377562718,0.623590118696877,0.13239181327396235,0.3501367459346427,0.8063136011308262,Normal
Bracelet,Silver Alloy,Polished,0.7099008149933349,0.5888308478723274,0.2638100833935318,0.9252562601441724,0.6365300521589099,Normal
Earring,Pure Silver,Polished,0.3315215135575241,0.9408547304207605,0.9168098888300146,0.4439909852576269,0.4653069236062446,Normal
Necklace,Pure Silver,Final Product,0.9998395360562493,0.5672641265694988,0.619417714854817,0.8081955491605387,0.8374874588041797,Scratch
Pendant,Pure Silver,Final Product,0.9455539917889462,0.6410314105202505,0.123225252333966,0.99884856641642,0.5640248313187122,Scratch
Pendant,Pure Silver,Final Product,0.2433144235788753,0.5726797856689406,0.31648989873819244,0.3891007612828543,0.22548656685255045,Normal
Bracelet,Silver Alloy,Final Product,0.5897459721744712,0.7349880550985091,0.21376592637463632,0.32504932222038474,0.5849123042118591,Normal
Bracelet,Pure Silver,Final Product,0.3557584418392772,0.24724964343608366,0.783852897693018,0.3113534754725431,0.2567537581548857,Normal
Earring,Silver Alloy,Raw Casting,0.25845752750791406,0.8548691806138103,0.5543005342927699,0.8776564836811913,0.30300749442269037,Normal
Earring,Silver Alloy,Polished,0.8953650156080042,0.8730391315210452,0.9633995974609633,0.8174631538695648,0.839402494637817,Scratch
Earring,Silver Alloy,Raw Casting,0.8739930411226116,0.3846928480762787,0.43721254778742435,0.6991395813357718,0.18338041033201624,Scratch
Necklace,Silver Alloy,Final Product,0.9879708304744983,0.5284364529395146,0.7536008346619623,0.3810818255865257,0.35976515966677847,Scratch
Pendant,Pure Silver,Polished,0.22657545226696807,0.42532743667552686,0.8465150223837606,0.993482670193564,0.5708954973371049,Normal
Earring,Pure Silver,Raw Casting,0.5925415667514226,0.6682621731069639,0.7964358983566138,0.841867430013673,0.9985826152698629,Normal
Ring,Pure Silver,Raw Casting,0.6112019307526042,0.2581535899454621,0.38899599560598364,0.5586332729944529,0.4333974710451567,Normal
Earring,Silver Alloy,Polished,0.21427647034761121,0.509242069230808,0.7039943463867405,0.6552801231499024,0.3704625255294689,Normal
Pendant,Silver Alloy,Raw Casting,0.2431760581411852,0.8715319461357749,0.875157549092786,0.2930040328536059,0.5057235718821811,Crack
Necklace,Pure Silver,Final Product,0.14748816912361307,0.47027091034513413,0.6594482913181602,0.9361379440227077,0.1163104334050348,Normal
Bracelet,Pure Silver,Final Product,0.13105160765904447,0.5841410488736797,0.6314060936904917,0.5632635410748356,0.12562653712667435,Normal
Pendant,Pure Silver,Polished,0.26948944532297747,0.7536630154189085,0.9402610651016237,0.7318426250244666,0.29118067761531385,Normal
Bracelet,Pure Silver,Final Product,0.387324856202069,0.6774542967222847,0.8726521872187044,0.9039972729263428,0.9769633674486013,Normal
Ring,Silver Alloy,Polished,0.38888490165345624,0.4837972752745797,0.1275744433701335,0.5395024099532396,0.1300008094626731,Normal
Pendant,Silver Alloy,Raw Casting,0.6127372231458793,0.4768790632677794,0.17451461623382392,0.2901000975444734,0.8830413334517109,Crack
Ring,Silver Alloy,Polished,0.9481233387214817,0.3613713364853751,0.28212856264307457,0.7667019534231638,0.8701733551602694,Scratch
Pendant,Silver Alloy,Raw Casting,0.2722975388868488,0.32419259107303544,0.4050017670057863,0.35909338535043256,0.5219783242861579,Normal
Bracelet,Pure Silver,Polished,0.8999635134176464,0.14566418085519353,0.7591695170910804,0.8679046164677602,0.5781412133046812,Scratch
Ring,Silver Alloy,Final Product,0.6956872923782697,0.6793032738955594,0.2974963873533276,0.6153622971483699,0.5377264618832911,Normal
Earring,Silver Alloy,Polished,0.879484670391229,0.26664027192241035,0.8599478058595205,0.843264088082672,0.2968655669898508,Scratch
Necklace,Silver Alloy,Final Product,0.10626476956510073,0.5788565345926172,0.12402025389349881,0.6441209582695432,0.18722941137042134,Normal
Pendant,Pure Silver,Polished,0.28316189913734335,0.9592304025983135,0.32437168597877275,0.9334181825212036,0.4728161766183685,Normal
Ring,Silver Alloy,Raw Casting,0.4769805769696225,0.6026629451216025,0.7570020300160113,0.457172993979464,0.12790456157085017,Normal
Necklace,Pure Silver,Polished,0.2743457961498964,0.8961653597555405,0.7389378901623073,0.11068801469104916,0.4439240994346517,Crack
Bracelet,Silver Alloy,Polished,0.4716004265975021,0.6660330245005219,0.3055883051805204,0.4365216999766397,0.4627178737897165,Normal
Bracelet,Pure Silver,Raw Casting,0.5580771849577545,0.1608203761728957,0.3591060327443344,0.49707743358976586,0.3810335427008126,Normal
Ring,Silver Alloy,Final Product,0.22854543006861222,0.21485078653959505,0.5178977640297181,0.4738498658942115,0.34457489702956146,Normal
Necklace,Pure Silver,Final Product,0.39870795768872946,0.9002885961364413,0.9900693008505147,0.6911681897754306,0.15847460093241972,Normal
Pendant,Pure Silver,Polished,0.4105434414961484,0.440159875375319,0.3607582601654584,0.9823359586704259,0.6016794794398206,Normal
Necklace,Pure Silver,Final Product,0.5054622330610328,0.31438741158611405,0.1245437039201378,0.5093477604366429,0.8198525334690404,Normal
Bracelet,Silver Alloy,Polished,0.3710396266336645,0.7066430671061189,0.41822701173561083,0.3910777958045545,0.8266487057182829,Normal
Earring,Pure Silver,Raw Casting,0.7808963816376826,0.5713354630159976,0.7515649438974654,0.7366288873496852,0.7656833595471646,Normal
Necklace,Pure Silver,Polished,0.1897536859206151,0.37814538225370997,0.6571472401114928,0.26822909034215725,0.17731273586018997,Crack
Bracelet,Pure Silver,Final Product,0.38251200345571,0.14819732419789006,0.5768458825109386,0.9354515703375785,0.516700926656845,Normal
Necklace,Silver Alloy,Final Product,0.5862863475574541,0.33504266627675394,0.5720449869546597,0.9898993433020044,0.5758307538082039,Normal
Earring,Silver Alloy,Raw Casting,0.3882936373619672,0.2354989182459197,0.5622632707959188,0.9770111076436238,0.1452976306391436,Normal
Bracelet,Pure Silver,Final Product,0.8767923159879712,0.7604162843325334,0.4807210817126666,0.12361364372460454,0.865014228062303,Scratch
Pendant,Pure Silver,Polished,0.2635670852957132,0.3363728359914774,0.870425283364115,0.9607656104134384,0.9234312777963718,Normal
Bracelet,Pure Silver,Polished,0.7668138482873907,0.4111785338074291,0.13203549165935247,0.926409382470917,0.35647605905039015,Normal
Earring,Silver Alloy,Raw Casting,0.8644777074774758,0.981400524026679,0.9601429345984276,0.8889722532800258,0.9027254435684648,Scratch
Earring,Silver Alloy,Polished,0.8108051428805221,0.4098400433559871,0.7849385723244496,0.3490712345758264,0.5837728582659464,Scratch
Ring,Silver Alloy,Final Product,0.3696411674382113,0.5754750335759504,0.7816229069295043,0.206545128229206,0.543612330618945,Crack
Necklace,Silver Alloy,Raw Casting,0.925642924081105,0.8892323811282403,0.5296488483222215,0.8868742083649096,0.6022827517299217,Scratch
Earring,Silver Alloy,Final Product,0.6409823446700375,0.7420731894637198,0.9829434012757602,0.8027327968513974,0.959206349320363,Normal
Earring,Pure Silver,Raw Casting,0.4265184475578623,0.1785058310644549,0.37974693492474887,0.8716779389887964,0.7178851418092623,Normal
Bracelet,Pure Silver,Raw Casting,0.8496284934206254,0.9495336832551385,0.9110745810785762,0.5467469198862106,0.941471806940241,Scratch
Necklace,Silver Alloy,Raw Casting,0.5584384756662076,0.42346294888328595,0.9751661698210856,0.7450744009953585,0.65392986546892,Normal
Bracelet,Pure Silver,Polished,0.47261639726349525,0.12878578244838143,0.6948348043323407,0.5364487019742565,0.9930729192947226,Normal
Bracelet,Silver Alloy,Final Product,0.9137151330726166,0.373838513111155,0.9962197386913607,0.24923728161164088,0.8398321183265371,Scratch
Necklace,Pure Silver,Raw Casting,0.8567448570638903,0.995999812999667,0.48043856677019214,0.6276625847936185,0.4201416230423266,Scratch
Earring,Pure Silver,Polished,0.9784318996305807,0.9390825877574203,0.6805034797831656,0.8291462542860197,0.3358669421133672,Scratch
Necklace,Pure Silver,Polished,0.9479482156396349,0.526994984833281,0.635092092145783,0.26170957283994634,0.9176441337652642,Scratch
Bracelet,Pure Silver,Polished,0.4694725810144794,0.2899744333212273,0.5967323566944924,0.49488359331668463,0.2764826151805144,Normal
Pendant,Silver Alloy,Polished,0.17653295116932818,0.7997442487296842,0.6246769503228602,0.23679896046101753,0.2681686123429985,Crack
Bracelet,Pure Silver,Final Product,0.45043523344463565,0.18626043661324104,0.6421764306421034,0.11491222619232734,0.1134709417169954,Crack
Necklace,Silver Alloy,Raw Casting,0.4825144530573168,0.2589941785520852,0.991517621428138,0.7461485271371389,0.8303870877954087,Normal
Earring,Silver Alloy,Final Product,0.45884830686206546,0.35234068656377027,0.9405498017168206,0.8065796483632786,0.13206776370529455,Normal
Ring,Pure Silver,Raw Casting,0.5453822848233576,0.7689361072323458,0.7310102163426042,0.3263698175831802,0.29459641234798095,Normal
Ring,Pure Silver,Polished,0.9545225982747826,0.2452656726055408,0.4008004085305974,0.7954589120081448,0.5622380540390666,Scratch
Pendant,Silver Alloy,Polished,0.9916974593451935,0.8197319809276506,0.9743843272010869,0.6878387014376127,0.607948074460402,Scratch
Pendant,Pure Silver,Raw Casting,0.17904119789787962,0.5290363297090453,0.7644990837360087,0.502268035129986,0.7508990981033233,Normal
Pendant,Silver Alloy,Raw Casting,0.20015040578895948,0.9525363350101057,0.9294530539181943,0.9544616966953392,0.1815878039263944,Normal
Earring,Pure Silver,Raw Casting,0.5706133361235015,0.48268188452631533,0.7078028968657899,0.6115372058985291,0.4924781019498401,Normal
Bracelet,Pure Silver,Raw Casting,0.6078157508161036,0.7402240895965054,0.4112539103731374,0.40993852211955206,0.5032038598699031,Normal
Earring,Pure Silver,Raw Casting,0.8757478165655277,0.2559388621336521,0.9374146018020859,0.5640682012988845,0.20156827838767366,Scratch
Necklace,Silver Alloy,Final Product,0.44851005770464536,0.10031689914747835,0.4710925953008991,0.37873236491697326,0.14841229383000776,Normal
Bracelet,Pure Silver,Polished,0.9269624015392641,0.7555032134992791,0.44265355141710827,0.26081944594651896,0.42899528448637303,Scratch
Bracelet,Pure Silver,Final Product,0.8475308356323902,0.965543009996513,0.9094549423845998,0.5886152141429134,0.11135649372912254,Scratch
Bracelet,Silver Alloy,Polished,0.5484817015545316,0.6691130549642467,0.6488952437730002,0.9252303054214106,0.11416330174261735,Normal
Ring,Silver Alloy,Raw Casting,0.13962174194632387,0.30643283059613774,0.24941740937112886,0.5114954234275798,0.4927018065187716,Normal
