Jewelry_Type,Material_Composition,Manufacturing_Stage,Surface_Roughness,Polish_Quality,Engraving_Depth,Structural_Integrity,Reflection_Index,Defect_Type
Earring,Pure Silver,Raw Casting,0.2873618074398519,0.3419568815469868,0.7483235664336249,0.7883205777817294,0.21387085407699252,Normal
Bracelet,Silver Alloy,Polished,0.5642775286565144,0.6043550532951902,0.3006401745914322,0.16316918471553232,0.4894278575836425,Crack
Pendant,Silver Alloy,Raw Casting,0.2246545584150043,0.1013164299834272,0.7690179087199454,0.928001496815455,0.9866378415494637,Normal
Earring,Silver Alloy,Final Product,0.25861813363078723,0.23404557793807057,0.6570425260894223,0.43112521517443714,0.43851855296121434,Normal
Ring,Silver Alloy,Final Product,0.9585803712097991,0.33333561181643206,0.7104448077960961,0.6631311157224103,0.3108235609506782,Scratch
Earring,Silver Alloy,Final Product,0.7591851317160203,0.7334864418194484,0.23025043476509402,0.8572088127038364,0.8155037733634909,Normal
Ring,Pure Silver,Raw Casting,0.6836019019455514,0.6679642751058921,0.20029563625363336,0.11610589943010799,0.5833374057605614,Crack
Ring,Silver Alloy,Raw Casting,0.6251556488027161,0.5023656472658314,0.7997293381942389,0.9812836650737964,0.6074676676657323,Normal
Bracelet,Pure Silver,Final Product,0.3635378153687645,0.6990517840767158,0.23815229806014246,0.8143618211582333,0.6780307524171915,Normal
Earring,Pure Silver,Raw Casting,0.35881217293253254,0.9526697232236783,0.38780042676057946,0.2748041180052337,0.7188977190881274,Crack
Necklace,Silver Alloy,Raw Casting,0.8318578567084515,0.837711140497131,0.5552602832009842,0.745179784343958,0.354884632461799,Scratch
Ring,Silver Alloy,Polished,0.6902978751788659,0.8953283810644715,0.5984766366991711,0.2897356154352282,0.5497440723199438,Crack
Earring,Silver Alloy,Raw Casting,0.34708140628293027,0.7144610853095678,0.4445513546067337,0.5268977812680964,0.2308271241204547,Normal
Necklace,Pure Silver,Final Product,0.1773301364511085,0.6025100944064219,0.17377350758126253,0.9062568119966111,0.5416771259491551,Normal
Necklace,Silver Alloy,Polished,0.4978904061605426,0.6127253834957822,0.9046570549613011,0.17029098986608776,0.7301579146932401,Crack
Earring,Pure Silver,Raw Casting,0.3617365532241762,0.9568269931358008,0.7163101360623649,0.8248053726405198,0.9685319317194298,Normal
Bracelet,Pure Silver,Raw Casting,0.8866482098693196,0.4483426123829368,0.11086572982117164,0.6148478634853917,0.2523404349632947,Scratch
Ring,Pure Silver,Polished,0.2974447409917108,0.8660739929039821,0.5790743313253771,0.9497896316577574,0.7083429060627889,Normal
Necklace,Pure Silver,Raw Casting,0.4544261066896298,0.6142223111036182,0.9312773018940652,0.3384422396023657,0.838301269932281,Normal
Ring,Pure Silver,Polished,0.6781696056832448,0.18258211184459405,0.8776943219096225,0.70263150848814,0.3939869177441446,Normal
Earring,Silver Alloy,Raw Casting,0.24417600961159053,0.9789709114343719,0.7799785093872806,0.34642173997344616,0.37627298190872516,Normal
Bracelet,Silver Alloy,Raw Casting,0.5003691833714619,0.3635925653096901,0.8816083489373696,0.9960871670948144,0.6044409866122789,Normal
Ring,Pure Silver,Raw Casting,0.4336711593967657,0.5400919517597704,0.25009212008334963,0.4850614219544547,0.7555225370384432,Normal
Pendant,Silver Alloy,Raw Casting,0.4966350684185532,0.7629722548318439,0.7243225904595664,0.5894379020592413,0.292122447354762,Normal
Bracelet,Pure Silver,Raw Casting,0.6299267486203202,0.17128559382160358,0.9154218689809293,0.8953135509370554,0.425055207409782,Normal
Earring,Pure Silver,Final Product,0.6002080603783855,0.7022474535535516,0.5207920475193326,0.5836059917076666,0.2928704124736145,Normal
Bracelet,Silver Alloy,Polished,0.4508878966547176,0.23941442550478528,0.8562986910405499,0.7600493625368686,0.9785694885076467,Normal
Ring,Pure Silver,Final Product,0.13710920275841076,0.8940412542462061,0.5871825538103235,0.9409723790366863,0.3641208045865121,Normal
Earring,Silver Alloy,Polished,0.7490010289686261,0.7497067814743092,0.8852742888732278,0.7206981290673314,0.8701785574127581,Normal
Necklace,Silver Alloy,Polished,0.3889686132023725,0.8429115119407131,0.6650576429323025,0.5659982395164795,0.5476581862455708,Normal
Bracelet,Silver Alloy,Polished,0.837623711474046,0.5997007149758511,0.37247689678033213,0.9143347672129222,0.9701986412816946,Scratch
Bracelet,Silver Alloy,Final Product,0.9438694590354445,0.6558857718701443,0.6572323639785758,0.9028184016134263,0.5097629767449676,Scratch
Necklace,Silver Alloy,Polished,0.9654478513653377,0.743521159103219,0.21195637908793788,0.3581952668643754,0.7016789522035689,Scratch
Bracelet,Pure Silver,Polished,0.4972116549893847,0.31073025764718215,0.5739028280741202,0.11169854575627867,0.607698546931294,Crack
Ring,Pure Silver,Polished,0.755538790023872,0.7445974182320257,0.4641786432865008,0.8577980103533617,0.6814210717743605,Normal
Earring,Silver Alloy,Final Product,0.31945516924029504,0.5096378025990382,0.9071454416545037,0.9030321658726359,0.3373388562466254,Normal
Ring,Silver Alloy,Final Product,0.8342992132706645,0.6383895888229206,0.17225318525894762,0.26566178136417695,0.3711104238465126,Scratch
Bracelet,Silver Alloy,Final Product,0.7714849391745615,0.9682384601787152,0.36792663530824443,0.2020851114676829,0.4182098938439911,Crack
Pendant,Silver Alloy,Raw Casting,0.3908320971468199,0.6121874837543057,0.19499885192666655,0.550857625290338,0.3696351326170183,Normal
Earring,Silver Alloy,Final Product,0.3847668356226054,0.16966100146727553,0.16574692697483695,0.5272317128236449,0.613362375248942,Normal
Ring,Pure Silver,Final Product,0.2939961161000527,0.6472085844491035,0.3866109930749233,0.27858684843562664,0.38775841660910926,Crack
Necklace,Silver Alloy,Raw Casting,0.6609166448121735,0.2893291678352052,0.703693420214406,0.12322429028117277,0.614071238673083,Crack
Bracelet,Pure Silver,Polished,0.5140430253878603,0.6095996098270529,0.5957096280744532,0.7954119378130281,0.8921042327364244,Normal
Pendant,Pure Silver,Final Product,0.592426056129111,0.3690162570012713,0.5316992385687823,0.8263264448307748,0.9728732766449659,Normal
Earring,Pure Silver,Final Product,0.137704456073862,0.45807540930215196,0.24600881883644427,0.45062837680216183,0.19550396391937047,Normal
Earring,Pure Silver,Raw Casting,0.4041467134604396,0.9199564883469163,0.3621636808230577,0.6877925254178443,0.2209908980942683,Normal
Bracelet,Silver Alloy,Polished,0.8256194536617818,0.7824628197500174,0.6459407223195085,0.4218939898616424,0.34983013445050826,Scratch
Necklace,Pure Silver,Final Product,0.579625484335452,0.7290569669513518,0.7244310893034175,0.39345853740718106,0.4165261420019949,Normal
Pendant,Silver Alloy,Final Product,0.41980518138943657,0.3666167717149894,0.380726694628427,0.5574278105670968,0.5143450526045222,Normal
Bracelet,Silver Alloy,Polished,0.9983895033661128,0.1799053091742734,0.6513684504834956,0.1735546700005297,0.106936611330004,Scratch
Ring,Silver Alloy,Final Product,0.6734910573537932,0.34289507769656913,0.2431053606381408,0.22539278726060225,0.7624874773709317,Crack
Earring,Silver Alloy,Final Product,0.822381141578339,0.7545119237595108,0.46572554108649444,0.10136331425206271,0.19508121141914958,Scratch
Necklace,Silver Alloy,Raw Casting,0.7103210136454863,0.7672835909617108,0.9995651738699758,0.37173337077937896,0.3832366528406097,Normal
Necklace,Pure Silver,Polished,0.5622829518762157,0.5127856049963987,0.4217682288083282,0.7413795080148172,0.6309759902113268,Normal
Pendant,Pure Silver,Raw Casting,0.7591548540366141,0.9623366915712627,0.7769061243657972,0.3327366624741006,0.5059101802835837,Normal
Bracelet,Silver Alloy,Polished,0.4851258016889062,0.1493424078553363,0.5109613429492451,0.8048985357722183,0.9365786025064423,Normal
Bracelet,Silver Alloy,Final Product,0.4448428130794262,0.5302516528834381,0.9766892894884468,0.1930410941276403,0.10529190472770965,Crack
Earring,Pure Silver,Polished,0.7590723083628866,0.7169523915088939,0.716893041392498,0.3366306448138898,0.7538544781310291,Normal
Necklace,Silver Alloy,Polished,0.9663161560441004,0.685016651116795,0.7832663722415936,0.5454715503899968,0.5258911328164553,Scratch
Ring,Pure Silver,Polished,0.7196777966037069,0.8956002993849232,0.6994807132206299,0.9608346133139126,0.6033715078004366,Normal
Earring,Pure Silver,Final Product,0.23273008076945836,0.7103254597077769,0.16828354252016248,0.17576591781528134,0.6497191876071476,Crack
Earring,Pure Silver,Raw Casting,0.8846090214962107,0.6834483513440459,0.6825557488655897,0.8005047318038582,0.9187904391651932,Scratch
Necklace,Silver Alloy,Polished,0.6856222183965097,0.21406012140090247,0.46526980026107534,0.7428831394287528,0.6438189060884408,Normal
Bracelet,Silver Alloy,Raw Casting,0.5773554234184619,0.6584427127074984,0.9483327549945665,0.9241176424084683,0.6504774621620016,Normal
Ring,Pure Silver,Final Product,0.6911649321483239,0.9712616804121255,0.668912640136907,0.35156740828814015,0.1688270416325084,Normal
Pendant,Pure Silver,Final Product,0.45705581792852257,0.9939625529363701,0.22390768956403279,0.6918427451364751,0.7478246930015479,Normal
Bracelet,Pure Silver,Final Product,0.3993007883880887,0.6320773495363818,0.9248520183265807,0.3381213381436686,0.7648825563143157,Normal
Earring,Pure Silver,Final Product,0.933568857264787,0.6826133394264066,0.6458151115987413,0.7270321618774142,0.5295991277085179,Scratch
Earring,Pure Silver,Raw Casting,0.3549212602733325,0.35551188999222827,0.8739779039621475,0.21222712795230125,0.6127974952431605,Crack
Necklace,Pure Silver,Raw Casting,0.5902443204654246,0.26002466449531497,0.25674686971792815,0.9813617432679872,0.6378461357320357,Normal
Earring,Pure Silver,Polished,0.568418842281451,0.7674920578498357,0.5599672621302108,0.6093700003647864,0.9433683743509,Normal
Earring,Silver Alloy,Raw Casting,0.6358817876909708,0.3400309706034282,0.10660183332392985,0.5509249221034643,0.39914108922857505,Normal
Necklace,Silver Alloy,Final Product,0.6106931020915151,0.5328020691778211,0.32508084089125533,0.6735401225461882,0.5227647377098001,Normal
Earring,Pure Silver,Polished,0.37835611525888546,0.8005630005902629,0.6276755127644326,0.7434396083619584,0.9699061715380218,Normal
Pendant,Silver Alloy,Raw Casting,0.2523310537812207,0.6965807558162534,0.9789675619904286,0.6957267817862579,0.6785884564589448,Normal
Necklace,Silver Alloy,Raw Casting,0.8607015681873234,0.2820604478984876,0.5629948569249391,0.6499886340643543,0.9875454335968582,Scratch
Ring,Pure Silver,Polished,0.9816839564493489,0.7082103371485265,0.16797793000111033,0.11533854853101938,0.9111399411223718,Scratch
Earring,Silver Alloy,Raw Casting,0.7124832930687386,0.3926481826600904,0.7056762229798316,0.5108370920637196,0.9151139996149785,Normal
Pendant,Silver Alloy,Raw Casting,0.542467811167211,0.29814201637247806,0.7420385788322748,0.4913390814521348,0.19121792942147245,Normal
Ring,Pure Silver,Polished,0.458089206427183,0.5673237353850179,0.2921845794039091,0.11566714819317696,0.41247465514336623,Crack
Bracelet,Silver Alloy,Raw Casting,0.9181433713306472,0.5053790730884474,0.6073538141748149,0.8505866162823797,0.7275663880194038,Scratch
Necklace,Silver Alloy,Raw Casting,0.13812136813222214,0.9606988741632777,0.71201117842376,0.13294061207665364,0.5471067839152541,Crack
Pendant,Silver Alloy,Raw Casting,0.6465426069136687,0.6590575401297771,0.8560810080344099,0.2502294592896517,0.2660052954227001,Crack
Ring,Silver Alloy,Polished,0.7238591224445001,0.8109011491004574,0.7739908946608831,0.2827710364554065,0.41579869137575043,Crack
Ring,Silver Alloy,Final Product,0.4329923236169907,0.20866810689552331,0.4611297113296178,0.300667147540141,0.767239167527196,Normal
Bracelet,Pure Silver,Final Product,0.9941672334175414,0.34659687037309717,0.5595931353449639,0.8254024799080792,0.8185083705411498,Scratch
Necklace,Silver Alloy,Polished,0.3778385373359945,0.18259437483426127,0.12854034690961605,0.48442485410467606,0.6220311045368012,Normal
Ring,Pure Silver,Polished,0.30706379012885743,0.9241760901658617,0.3450748796043476,0.8684723379989685,0.8200339100765245,Normal
Necklace,Pure Silver,Raw Casting,0.5595968208314708,0.18791603781174726,0.9731512188273816,0.3142727667212178,0.36439872807537776,Normal
Ring,Silver Alloy,Polished,0.7789010623951627,0.935547886914418,0.3966941552013108,0.16528511631667425,0.9757223477720841,Crack
Bracelet,Silver Alloy,Polished,0.9772781525028922,0.7232243326332448,0.3736525770222022,0.9369256434962699,0.10625285633512871,Scratch
Necklace,Pure Silver,Polished,0.6162904028357332,0.4529646666592331,0.6820293510447564,0.42708393217106166,0.6323742685212104,Normal
Necklace,Pure Silver,Polished,0.6930403388146256,0.9880874831654143,0.1668867177083202,0.1492998346366875,0.49619732521248794,Crack
Bracelet,Silver Alloy,Raw Casting,0.4661986299919729,0.809944070157741,0.3351602370649671,0.14742454315320774,0.6184809841052513,Crack
Necklace,Silver Alloy,Raw Casting,0.36187879932567646,0.5442928186673888,0.8081854580328774,0.9153545837210626,0.49622877947998034,Normal
Necklace,Silver Alloy,Polished,0.2749072391496068,0.7150632674115541,0.8261411254744473,0.6799175297637318,0.7286186993288413,Normal
Bracelet,Silver Alloy,Final Product,0.11097919935452698,0.7700005347249923,0.2939024882206084,0.7256554161929374,0.5656106011411504,Normal
Necklace,Silver Alloy,Final Product,0.8767827525978739,0.6986588535504058,0.5904329207449222,0.8233408679968036,0.37847171313850814,Scratch
Pendant,Pure Silver,Polished,0.12102234227198069,0.34119329128742887,0.5763876522796995,0.5051291233042032,0.6958512651084711,Normal
Pendant,Silver Alloy,Raw Casting,0.18106493738497392,0.8597627222668859,0.35477905382239516,0.91458871268704,0.37235202988455707,Normal
Ring,Silver Alloy,Final Product,0.46175986072559383,0.5624088877717893,0.4318144797290939,0.6345306943990968,0.7687286766190496,Normal
Earring,Silver Alloy,Raw Casting,0.9414475492109162,0.6767485796940623,0.20576918811217842,0.9821676871978453,0.6485984457499449,Scratch
Ring,Silver Alloy,Final Product,0.5599325455771498,0.8312249608299326,0.11584377389616593,0.15074800397410618,0.9154238007937576,Crack
Bracelet,Silver Alloy,Final Product,0.4128514992515999,0.5143811008237738,0.7239552933945778,0.45905607629477285,0.47001298165280525,Normal
Bracelet,Silver Alloy,Final Product,0.3025684203855356,0.44543813577201863,0.17567539233864243,0.21727912924374543,0.9715854950749828,Crack
Bracelet,Pure Silver,Raw Casting,0.38234549371398896,0.746403938584004,0.10639736606890304,0.5207351447762524,0.2915258426349445,Normal
Earring,Pure Silver,Final Product,0.12317812426951695,0.27102317962719663,0.4420030184676238,0.5145165481317374,0.8081053128011763,Normal
Bracelet,Silver Alloy,Polished,0.7544567630395075,0.9833519660565148,0.8440829086343937,0.6352197840828135,0.7491575706332343,Normal
Earring,Pure Silver,Raw Casting,0.5602860335359225,0.8404213524997037,0.2766356047710824,0.3368488303835675,0.317725937447413,Normal
Bracelet,Pure Silver,Polished,0.7427792523709671,0.8307057303009239,0.8024664287612754,0.9666216954979712,0.27666623882637786,Normal
Earring,Pure Silver,Polished,0.1392330391049679,0.8465080736009991,0.23501211016197376,0.836065334133778,0.47044053230373284,Normal
Ring,Pure Silver,Final Product,0.806293783409757,0.1230665916831502,0.7302761235347595,0.6341819367803898,0.3643768331021936,Scratch
Ring,Pure Silver,Polished,0.3078835304191574,0.21184067932804168,0.40128708851949524,0.9127406540718741,0.39687669266243153,Normal
Earring,Silver Alloy,Raw Casting,0.5179578011851208,0.12766578817772317,0.40368847221138515,0.9938424278349232,0.3430702470083016,Normal
Bracelet,Pure Silver,Polished,0.46145730644078,0.6732173623092473,0.4507586636627694,0.5067605363658939,0.7099348152248225,Normal
Earring,Silver Alloy,Final Product,0.3777551957435191,0.6099068034815338,0.8056692749222746,0.3403539823435169,0.8579903232467313,Normal
Ring,Pure Silver,Raw Casting,0.7799988126188311,0.1530969498863614,0.43235055014818446,0.7506338139544253,0.21534183278810032,Normal
Earring,Silver Alloy,Raw Casting,0.5675263551820491,0.9264940751605292,0.8762755017403315,0.15406811644914484,0.4731368858167907,Crack
Necklace,Pure Silver,Final Product,0.7998776396315602,0.9195800783577106,0.8213673826538003,0.7882422835220565,0.9656058986322732,Normal
Pendant,Silver Alloy,Raw Casting,0.43446296489224234,0.9267041015194539,0.4959138819352661,0.18010810663245508,0.9574099734770444,Crack
Ring,Pure Silver,Polished,0.8850069818861235,0.9217331395919433,0.5915150610567468,0.284320705802338,0.7550709225681292,Scratch
Bracelet,Pure Silver,Polished,0.9922978602548297,0.6409375308206373,0.9045780212900066,0.7164914537270753,0.7468526020133012,Scratch
Earring,Silver Alloy,Final Product,0.5402242723535835,0.17975694602492942,0.9077023569245308,0.3333222344488691,0.2231019615571364,Normal
Bracelet,Pure Silver,Polished,0.184121031060519,0.9099819446613171,0.8270235498363843,0.4241834342196751,0.21165284830528946,Normal
Bracelet,Silver Alloy,Final Product,0.675375219977269,0.38276774462729657,0.9132093278600095,0.42692782677719177,0.6690155875206819,Normal
Necklace,Pure Silver,Polished,0.21550248385978182,0.8386985643105196,0.11109711312092808,0.17514375485880704,0.14835290377288776,Crack
Pendant,Silver Alloy,Final Product,0.8009103789392977,0.39625777314528166,0.2538906666014332,0.8912829407448823,0.1019587191768807,Scratch
Pendant,Silver Alloy,Raw Casting,0.916610164173856,0.3018789165597875,0.5236807627956548,0.7050102277039229,0.8577279509232668,Scratch
Necklace,Silver Alloy,Raw Casting,0.7487637737662769,0.4452952940731846,0.4830122433204641,0.4097768174916703,0.569030480743182,Normal
Ring,Silver Alloy,Polished,0.3934482248672101,0.28613326756996466,0.21488572493154895,0.834831884186874,0.882073642102029,Normal
Pendant,Pure Silver,Polished,0.9019136559673087,0.19125783041653366,0.9271074108843731,0.7949861269542838,0.5205083132776696,Scratch
Necklace,Silver Alloy,Final Product,0.6798156176635953,0.2280518820795402,0.1322152132021016,0.852861471804045,0.6302632080684367,Normal
Earring,Pure Silver,Raw Casting,0.9972784264429181,0.2631818565743691,0.9450621890162504,0.41039762029821947,0.4147602308172694,Scratch
Necklace,Silver Alloy,Raw Casting,0.5673685736692312,0.8020937090000901,0.801884632150113,0.37454371008582776,0.341463348394513,Normal
Necklace,Pure Silver,Final Product,0.6889682829424133,0.4675582424367347,0.45689154849818225,0.3788597498213463,0.34953425136678395,Normal
Bracelet,Pure Silver,Polished,0.8742255467253731,0.945483952523356,0.23759803708089433,0.4224797545250787,0.6256663694587336,Scratch
Necklace,Silver Alloy,Polished,0.5235399705232121,0.10531731199305835,0.10637243994753888,0.3144064101359161,0.7611300386961446,Normal
Pendant,Pure Silver,Raw Casting,0.917094892710449,0.8480203426072251,0.3626300826537391,0.4172015215383412,0.15941999779115917,Scratch
Pendant,Silver Alloy,Raw Casting,0.2219059780386674,0.8622912729760358,0.39741371969863704,0.10396879830242718,0.6645918766757818,Crack
Bracelet,Silver Alloy,Raw Casting,0.25697898347002796,0.3646886482912587,0.14686237193196178,0.3456347799024818,0.3338597496201983,Normal
Pendant,Pure Silver,Final Product,0.18798612046204644,0.41479613837296814,0.8612407983658946,0.26761959364244936,0.9339717284324934,Crack
Pendant,Pure Silver,Final Product,0.9498285170680187,0.33919785012565595,0.24858729878079983,0.7806571314804335,0.11075724534808029,Scratch
Bracelet,Silver Alloy,Final Product,0.1542465981677501,0.9475313297241217,0.20693817546659987,0.5295472151468578,0.5529699094467595,Normal
Earring,Pure Silver,Polished,0.16335339084847528,0.7806779230051316,0.5147870031545031,0.27823145456989573,0.20059077816754242,Crack
Necklace,Silver Alloy,Final Product,0.6524682097068759,0.1429131684490219,0.4023705173009704,0.9945326241427037,0.7088255975834875,Normal
Pendant,Pure Silver,Raw Casting,0.90842474450107,0.23082016693890253,0.39250298031884656,0.5433649940152745,0.10544073972636864,Scratch
Earring,Silver Alloy,Polished,0.22846526518145457,0.7749584091453379,0.8240691834588535,0.2974783984575091,0.9111983672875155,Crack
Bracelet,Silver Alloy,Raw Casting,0.48922312435488724,0.5743745179513324,0.16297883182622064,0.3307581816476304,0.2957430565729776,Normal
Necklace,Pure Silver,Polished,0.616121579035086,0.6519138546979648,0.7167849911356191,0.8369731019462491,0.8909930871611325,Normal
Necklace,Silver Alloy,Raw Casting,0.8698294249661332,0.47119200338075196,0.9028277428637105,0.7484645209445949,0.7167339547644984,Scratch
Bracelet,Pure Silver,Polished,0.4080767332612394,0.9925467172286918,0.3431813289859736,0.1053113617092266,0.4123060048967083,Crack
Pendant,Silver Alloy,Polished,0.28539376294031094,0.7829038988097707,0.45262299688164453,0.5242333736462568,0.2211248090868017,Normal
Bracelet,Pure Silver,Final Product,0.2230950702798848,0.9289451599466664,0.5267175677137239,0.7120077678344567,0.29406896553951967,Normal
Pendant,Pure Silver,Polished,0.8212897531691428,0.3275112066451128,0.2076702736451554,0.3428633816670459,0.8628492229484784,Scratch
Pendant,Silver Alloy,Raw Casting,0.2556849034248988,0.6353957167718378,0.9059118667409412,0.7090154895182736,0.9140523422907241,Normal
Bracelet,Silver Alloy,Raw Casting,0.646099659307635,0.40832246623508883,0.1109582754394397,0.3799820581382165,0.4979693458079739,Normal
Necklace,Silver Alloy,Polished,0.87930906109943,0.5598235190961626,0.5231287333112588,0.5233937233568772,0.8792043948258562,Scratch
Bracelet,Silver Alloy,Raw Casting,0.5626651715622341,0.519517273969005,0.4763364529912878,0.17322745863530126,0.2020548929689583,Crack
Pendant,Silver Alloy,Raw Casting,0.8727850528437411,0.2300627739160396,0.9801786002415717,0.6015492071299585,0.2534700428039753,Scratch
Bracelet,Silver Alloy,Final Product,0.6130437676665661,0.5088938434308431,0.9662372362530646,0.37956089687787,0.30194265064844805,Normal
Necklace,Pure Silver,Polished,0.6155676983204684,0.7676764042892191,0.1292251183223825,0.5457220526983927,0.8997975506984687,Normal
Pendant,Pure Silver,Final Product,0.45686757201403017,0.877682126644408,0.34064905632926307,0.8780737895095462,0.9130462867698579,Normal
Bracelet,Pure Silver,Raw Casting,0.9267482903265026,0.6857912442434706,0.583624965927316,0.1157921712729175,0.709939321693621,Scratch
Pendant,Silver Alloy,Final Product,0.9946440291573984,0.46510259295075806,0.8800519553865024,0.10679836176144297,0.26321941341958655,Scratch
Bracelet,Pure Silver,Final Product,0.7290690944034004,0.9856990948342242,0.9960862605962811,0.34769601366863856,0.12243312599032756,Normal
Ring,Silver Alloy,Final Product,0.4057103987497077,0.8397388576780431,0.2562646056330134,0.5379327844906703,0.609520759585216,Normal
Pendant,Silver Alloy,Raw Casting,0.35961751576320067,0.6109566209363304,0.7086341011600363,0.7352398990473551,0.8687884820630499,Normal
Pendant,Pure Silver,Raw Casting,0.3876732544603816,0.8609662368375872,0.23908948185448256,0.9679240521558229,0.480529927628086,Normal
Necklace,Silver Alloy,Polished,0.3334909970737516,0.2919218259973663,0.17948951652311224,0.6098997154955241,0.25980523017837365,Normal
Pendant,Silver Alloy,Raw Casting,0.2974838141412565,0.6393099051846072,0.5518940170861574,0.5128082310723744,0.236400885874732,Normal
